Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
PROJ_MEGA_000284,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000357,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000177,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00406,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000214,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000493,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000818,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00340,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000077,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000746,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000910,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000388,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00006,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00326,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000191,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00477,Commercial Furniture,5,100.0,Amazon Business
P0201,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00191,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000717,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00079,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00339,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000842,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00480,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00388,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00184,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000405,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000122,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000142,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00615,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00595,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00298,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000150,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000400,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000621,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000541,Commercial Furniture,5,100.0,Amazon Business
P0111,Commercial Furniture,5,100.0,Amazon Business
P0153,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000836,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000002,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000458,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000680,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000779,Commercial Furniture,5,100.0,Amazon Business
P0090,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00526,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000570,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000053,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000158,Commercial Furniture,5,100.0,Amazon Business
P0091,Commercial Furniture,5,100.0,Amazon Business
P0040,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000925,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000354,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00091,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000247,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000684,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00261,Commercial Furniture,5,100.0,Amazon Business
P0022,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00462,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000346,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000443,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_001016,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000650,Commercial Furniture,5,100.0,Amazon Business
P0206,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00373,Commercial Furniture,5,100.0,Amazon Business
P0047,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000289,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000645,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000790,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000013,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000205,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00381,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000578,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000284,Commercial Furniture,5,100.0,Amazon Business
P0072,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00246,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000738,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00110,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000680,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000546,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00048,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000699,Commercial Furniture,5,100.0,Amazon Business
P0194,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000364,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000792,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000486,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00242,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000865,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00552,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00552,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00605,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00373,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00509,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00312,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00272,Commercial Furniture,5,100.0,Amazon Business
P0268,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00548,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00488,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000800,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000310,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00548,Commercial Furniture,5,100.0,Amazon Business
P0207,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000975,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000609,Commercial Furniture,5,100.0,Amazon Business
P0095,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000027,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00598,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00297,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000394,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000774,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00428,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000517,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000984,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00188,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000871,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000113,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00296,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000661,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00299,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00375,Commercial Furniture,5,100.0,Amazon Business
P0289,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000980,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000659,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00512,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00604,Commercial Furniture,5,100.0,Amazon Business
P0108,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000299,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00359,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000337,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00475,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000836,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000229,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000213,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000155,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00132,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000702,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000579,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000278,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_001008,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00505,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000556,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00101,Commercial Furniture,5,100.0,Amazon Business
P0221,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00486,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000043,Commercial Furniture,5,100.0,Amazon Business
P0227,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000313,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000552,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000770,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000414,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00564,Commercial Furniture,5,100.0,Amazon Business
P0124,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00087,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000527,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000243,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00327,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00298,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00514,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000597,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000849,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000036,Commercial Furniture,5,100.0,Amazon Business
P0156,Commercial Furniture,5,100.0,Amazon Business
P0158,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000506,Commercial Furniture,5,100.0,Amazon Business
P0046,Commercial Furniture,5,100.0,Amazon Business
P0036,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000401,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000047,Commercial Furniture,5,100.0,Amazon Business
P0100,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000758,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000728,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00126,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000292,Commercial Furniture,5,100.0,Amazon Business
P0140,Commercial Furniture,5,100.0,Amazon Business
P0300,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000574,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00558,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00520,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00559,Commercial Furniture,5,100.0,Amazon Business
P0201,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000823,Commercial Furniture,5,100.0,Amazon Business
P0018,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00010,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00356,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000191,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000104,Commercial Furniture,5,100.0,Amazon Business
P0183,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000874,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00258,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00544,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00042,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000964,Commercial Furniture,5,100.0,Amazon Business
P0171,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000054,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00481,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00108,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000711,Commercial Furniture,5,100.0,Amazon Business
P0042,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00400,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000445,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00368,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000480,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00107,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00008,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00166,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000064,Commercial Furniture,5,100.0,Amazon Business
P0243,Commercial Furniture,5,100.0,Amazon Business
P0299,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000236,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000822,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00451,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00485,Commercial Furniture,5,100.0,Amazon Business
P0075,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00111,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000096,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000091,Commercial Furniture,5,100.0,Amazon Business
P0281,Commercial Furniture,5,100.0,Amazon Business
P0178,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00113,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00022,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00346,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000763,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00389,Commercial Furniture,5,100.0,Amazon Business
P0006,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000956,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000649,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00373,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000827,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000162,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000462,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000418,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00125,Commercial Furniture,5,100.0,Amazon Business
P0262,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000753,Commercial Furniture,5,100.0,Amazon Business
P0296,Commercial Furniture,5,100.0,Amazon Business
P0246,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000466,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000728,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000079,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000162,Commercial Furniture,5,100.0,Amazon Business
P0285,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00478,Commercial Furniture,5,100.0,Amazon Business
P0160,Commercial Furniture,5,100.0,Amazon Business
P0169,Commercial Furniture,5,100.0,Amazon Business
P0052,Commercial Furniture,5,100.0,Amazon Business
P0071,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000717,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00099,Commercial Furniture,5,100.0,Amazon Business
P0050,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000111,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000307,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000487,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000339,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000904,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000252,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000154,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00271,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00312,Commercial Furniture,5,100.0,Amazon Business
P0267,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000766,Commercial Furniture,5,100.0,Amazon Business
P0124,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00498,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000465,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000210,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00364,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000655,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00085,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000914,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000877,Commercial Furniture,5,100.0,Amazon Business
P0195,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000539,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000675,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000171,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00533,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00190,Commercial Furniture,5,100.0,Amazon Business
P0104,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00558,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000364,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00156,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000830,Commercial Furniture,5,100.0,Amazon Business
P0184,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00243,Commercial Furniture,5,100.0,Amazon Business
P0039,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00077,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000035,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000540,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00247,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00367,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000943,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00440,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000880,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00103,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00448,Commercial Furniture,5,100.0,Amazon Business
P0115,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000816,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000170,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000212,Commercial Furniture,5,100.0,Amazon Business
WHALE_PROJ_1,Commercial Furniture,5,100.0,Amazon Business
P0188,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00230,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00333,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00431,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000417,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00493,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000539,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000646,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000444,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00006,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00181,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000285,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000685,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000317,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000490,Commercial Furniture,5,100.0,Amazon Business
P0085,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000601,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000145,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000803,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000456,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000970,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000148,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000599,Commercial Furniture,5,100.0,Amazon Business
P0147,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000658,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00351,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000889,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00593,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000674,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000247,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00297,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00249,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000955,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00569,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000780,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000234,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00482,Commercial Furniture,5,100.0,Amazon Business
P0157,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00397,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00163,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000461,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00600,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00120,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000295,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000990,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000660,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00541,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000733,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000648,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000009,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00215,Commercial Furniture,5,100.0,Amazon Business
P0095,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000044,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000586,Commercial Furniture,5,100.0,Amazon Business
P0149,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000489,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00340,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000954,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000683,Commercial Furniture,5,100.0,Amazon Business
P0081,Commercial Furniture,5,100.0,Amazon Business
P0185,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00509,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00304,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000599,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000738,Commercial Furniture,5,100.0,Amazon Business
P0143,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00617,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000615,Commercial Furniture,5,100.0,Amazon Business
P0072,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00401,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00130,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00380,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000696,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000857,Commercial Furniture,5,100.0,Amazon Business
P0011,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000411,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000185,Commercial Furniture,5,100.0,Amazon Business
P0167,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000341,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00520,Commercial Furniture,5,100.0,Amazon Business
P0029,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000775,Commercial Furniture,5,100.0,Amazon Business
P0285,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000724,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00074,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000578,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000257,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00038,Commercial Furniture,5,100.0,Amazon Business
P0263,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000435,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00565,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000534,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00240,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00511,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000742,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00436,Commercial Furniture,5,100.0,Amazon Business
P0059,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000901,Commercial Furniture,5,100.0,Amazon Business
P0182,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00188,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00623,Commercial Furniture,5,100.0,Amazon Business
WHALE_PROJ_4,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000390,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00384,Commercial Furniture,5,100.0,Amazon Business
P0084,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00095,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00231,Commercial Furniture,5,100.0,Amazon Business
P0117,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000218,Commercial Furniture,5,100.0,Amazon Business
P0281,Commercial Furniture,5,100.0,Amazon Business
P0187,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_001000,Commercial Furniture,5,100.0,Amazon Business
P0073,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000116,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00244,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000362,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000386,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000170,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000062,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000945,Commercial Furniture,5,100.0,Amazon Business
PROJ_ALL_00534,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000252,Commercial Furniture,5,100.0,Amazon Business
P0235,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000910,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000044,Commercial Furniture,5,100.0,Amazon Business
PROJ_MEGA_000270,Commercial Furniture,5,100.0,Amazon Business
