Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
DON_MEGA_003837,Virginia,Nebraska,No,12345
DON_MEGA_003838,Hoskins,Nebraska,No,12345
DON_MEGA_003839,Nebraska City,Nebraska,Yes,12345
DON_MEGA_003840,Dakota City,Nebraska,Yes,12345
DON_MEGA_003841,Bancroft,Nebraska,No,12345
DON_MEGA_003842,Giltner,Nebraska,No,12345
DON_MEGA_003843,Hayes Center,Nebraska,Yes,12345
DON_MEGA_003844,Wood River,Nebraska,No,12345
DON_MEGA_003845,Bancroft,Nebraska,No,12345
DON_MEGA_003846,Murray,Nebraska,No,12345
DON_MEGA_003847,Oconto,Nebraska,Yes,12345
DON_MEGA_003848,Amherst,Nebraska,No,12345
DON_MEGA_003849,Firth,Nebraska,Yes,12345
DON_MEGA_003850,Shelton,Nebraska,No,12345
DON_MEGA_003851,Virginia,Nebraska,No,12345
DON_MEGA_003852,Falls City,Nebraska,Yes,12345
DON_MEGA_003853,Bertrand,Nebraska,Yes,12345
DON_MEGA_003854,Moorefield,Nebraska,No,12345
DON_MEGA_003855,Scribner,Nebraska,Yes,12345
DON_MEGA_003856,Macy,Nebraska,No,12345
DON_MEGA_003857,Cody,Nebraska,Yes,12345
DON_MEGA_003858,Creighton,Nebraska,Yes,12345
DON_MEGA_003859,Adams,Nebraska,No,12345
DON_MEGA_003860,Memphis,Nebraska,Yes,12345
DON_MEGA_003861,Carroll,Nebraska,No,12345
DON_MEGA_003862,Walton,Nebraska,No,12345
DON_MEGA_003863,Bingham,Nebraska,Yes,12345
DON_MEGA_003864,Dodge,Nebraska,No,12345
DON_MEGA_003865,Elkhorn,Nebraska,Yes,12345
DON_MEGA_003866,Laurel,Nebraska,Yes,12345
DON_MEGA_003867,Bancroft,Nebraska,Yes,12345
DON_MEGA_003868,Dakota City,Nebraska,Yes,12345
DON_MEGA_003869,Washington,Nebraska,No,12345
DON_MEGA_003870,Cook,Nebraska,Yes,12345
DON_MEGA_003871,Marquette,Nebraska,No,12345
DON_MEGA_003872,Filley,Nebraska,Yes,12345
DON_MEGA_003873,Callaway,Nebraska,Yes,12345
DON_MEGA_003874,Lisco,Nebraska,No,12345
DON_MEGA_003875,Big Springs,Nebraska,No,12345
DON_MEGA_003876,Ohiowa,Nebraska,No,12345
DON_MEGA_003877,Stanton,Nebraska,Yes,12345
DON_MEGA_003878,Salem,Nebraska,Yes,12345
DON_MEGA_003879,Steele City,Nebraska,No,12345
DON_MEGA_003880,Belden,Nebraska,Yes,12345
DON_MEGA_003881,Nickerson,Nebraska,Yes,12345
DON_MEGA_003882,Papillion,Nebraska,Yes,12345
DON_MEGA_003883,Walthill,Nebraska,No,12345
DON_MEGA_003884,Archer,Nebraska,No,12345
DON_MEGA_003885,Fairbury,Nebraska,Yes,12345
DON_MEGA_003886,Brule,Nebraska,Yes,12345
DON_MEGA_003887,Harrison,Nebraska,Yes,12345
DON_MEGA_003888,Adams,Nebraska,Yes,12345
DON_MEGA_003889,Walton,Nebraska,No,12345
DON_MEGA_003890,Jackson,Nebraska,No,12345
DON_MEGA_003891,Palmyra,Nebraska,No,12345
DON_MEGA_003892,Waverly,Nebraska,No,12345
DON_MEGA_003893,Taylor,Nebraska,No,12345
DON_MEGA_003894,Talmage,Nebraska,No,12345
DON_MEGA_003895,Colon,Nebraska,Yes,12345
DON_MEGA_003896,Hemingford,Nebraska,Yes,12345
DON_MEGA_003897,Hemingford,Nebraska,No,12345
DON_MEGA_003898,Lyman,Nebraska,No,12345
DON_MEGA_003899,Adams,Nebraska,Yes,12345
DON_MEGA_003900,Jackpot,Nevada,No,12345
DON_MEGA_003901,Searchlight,Nevada,No,12345
DON_MEGA_003902,Hiko,Nevada,Yes,12345
DON_MEGA_003903,Manhattan,Nevada,Yes,12345
DON_MEGA_003904,Jean,Nevada,No,12345
DON_MEGA_003905,Crescent Valley,Nevada,No,12345
DON_MEGA_003906,Luning,Nevada,No,12345
DON_MEGA_003907,Washoe Valley,Nevada,No,12345
DON_MEGA_003908,Carlin,Nevada,Yes,12345
DON_MEGA_003909,Stateline,Nevada,No,12345
DON_MEGA_003910,Gerlach,Nevada,Yes,12345
DON_MEGA_003911,Halleck,Nevada,No,12345
DON_MEGA_003912,Minden,Nevada,No,12345
DON_MEGA_003913,Jackpot,Nevada,No,12345
DON_MEGA_003914,Silver City,Nevada,No,12345
DON_MEGA_003915,Baker,Nevada,No,12345
DON_MEGA_003916,Crescent Valley,Nevada,No,12345
DON_MEGA_003917,Silver City,Nevada,Yes,12345
DON_MEGA_003918,Mountain City,Nevada,Yes,12345
DON_MEGA_003919,Pioche,Nevada,No,12345
DON_MEGA_003920,Eureka,Nevada,Yes,12345
DON_MEGA_003921,Fallon,Nevada,Yes,12345
DON_MEGA_003922,Wellington,Nevada,Yes,12345
DON_MEGA_003923,Lamoille,Nevada,No,12345
DON_MEGA_003924,Pioche,Nevada,Yes,12345
DON_MEGA_003925,Searchlight,Nevada,Yes,12345
DON_MEGA_003926,Pahrump,Nevada,No,12345
DON_MEGA_003927,Schurz,Nevada,No,12345
DON_MEGA_003928,Mc Gill,Nevada,No,12345
DON_MEGA_003929,Ely,Nevada,No,12345
DON_MEGA_003930,Beatty,Nevada,Yes,12345
DON_MEGA_003931,Fernley,Nevada,Yes,12345
DON_MEGA_003932,Silver Springs,Nevada,No,12345
DON_MEGA_003933,Indian Springs,Nevada,Yes,12345
DON_MEGA_003934,Ruth,Nevada,Yes,12345
DON_MEGA_003935,Gabbs,Nevada,No,12345
DON_MEGA_003936,Lund,Nevada,Yes,12345
DON_MEGA_003937,Dyer,Nevada,No,12345
DON_MEGA_003938,Mina,Nevada,No,12345
DON_MEGA_003939,Stateline,Nevada,No,12345
DON_MEGA_003940,West Wendover,Nevada,Yes,12345
DON_MEGA_003941,Mountain City,Nevada,Yes,12345
DON_MEGA_003942,Searchlight,Nevada,Yes,12345
DON_MEGA_003943,Crystal Bay,Nevada,No,12345
DON_MEGA_003944,Carson City,Nevada,No,12345
DON_MEGA_003945,Moapa,Nevada,Yes,12345
DON_MEGA_003946,Battle Mountain,Nevada,No,12345
DON_MEGA_003947,Dayton,Nevada,Yes,12345
DON_MEGA_003948,Glenbrook,Nevada,No,12345
DON_MEGA_003949,Cal Nev Ari,Nevada,Yes,12345
DON_MEGA_003950,Halleck,Nevada,Yes,12345
DON_MEGA_003951,Mc Gill,Nevada,No,12345
DON_MEGA_003952,Montello,Nevada,Yes,12345
DON_MEGA_003953,Battle Mountain,Nevada,No,12345
DON_MEGA_003954,Mina,Nevada,No,12345
DON_MEGA_003955,Deeth,Nevada,No,12345
DON_MEGA_003956,Washoe Valley,Nevada,Yes,12345
DON_MEGA_003957,Verdi,Nevada,Yes,12345
DON_MEGA_003958,Dayton,Nevada,Yes,12345
DON_MEGA_003959,Fernley,Nevada,No,12345
DON_MEGA_003960,Empire,Nevada,Yes,12345
DON_MEGA_003961,Moapa,Nevada,No,12345
DON_MEGA_003962,Schurz,Nevada,No,12345
DON_MEGA_003963,Bunkerville,Nevada,Yes,12345
DON_MEGA_003964,Paradise Valley,Nevada,Yes,12345
DON_MEGA_003965,Winnemucca,Nevada,Yes,12345
DON_MEGA_003966,Wadsworth,Nevada,Yes,12345
DON_MEGA_003967,Glenbrook,Nevada,No,12345
DON_MEGA_003968,Gardnerville,Nevada,Yes,12345
DON_MEGA_003969,Glenbrook,Nevada,No,12345
DON_MEGA_003970,Schurz,Nevada,No,12345
DON_MEGA_003971,Stateline,Nevada,Yes,12345
DON_MEGA_003972,Empire,Nevada,No,12345
DON_MEGA_003973,Pioche,Nevada,No,12345
DON_MEGA_003974,Baker,Nevada,Yes,12345
DON_MEGA_003975,Beatty,Nevada,No,12345
DON_MEGA_003976,Valmy,Nevada,Yes,12345
DON_MEGA_003977,Carlin,Nevada,No,12345
DON_MEGA_003978,Verdi,Nevada,Yes,12345
DON_MEGA_003979,Winnemucca,Nevada,No,12345
DON_MEGA_003980,Dyer,Nevada,Yes,12345
DON_MEGA_003981,Crystal Bay,Nevada,Yes,12345
DON_MEGA_003982,Wells,Nevada,No,12345
DON_MEGA_003983,Genoa,Nevada,Yes,12345
DON_MEGA_003984,Reno,Nevada,No,12345
DON_MEGA_003985,Lund,Nevada,Yes,12345
DON_MEGA_003986,Winnemucca,Nevada,No,12345
DON_MEGA_003987,Smith,Nevada,Yes,12345
DON_MEGA_003988,Mountain City,Nevada,No,12345
DON_MEGA_003989,Duckwater,Nevada,No,12345
DON_MEGA_003990,Mercury,Nevada,Yes,12345
DON_MEGA_003991,Gardnerville,Nevada,Yes,12345
DON_MEGA_003992,Beatty,Nevada,Yes,12345
DON_MEGA_003993,Battle Mountain,Nevada,No,12345
DON_MEGA_003994,Duckwater,Nevada,Yes,12345
DON_MEGA_003995,Silverpeak,Nevada,No,12345
DON_MEGA_003996,Stateline,Nevada,Yes,12345
DON_MEGA_003997,Yerington,Nevada,No,12345
DON_MEGA_003998,Battle Mountain,Nevada,Yes,12345
DON_MEGA_003999,Duckwater,Nevada,No,12345
DON_MEGA_004000,Jackson,New Hampshire,Yes,12345
DON_MEGA_004001,Dublin,New Hampshire,No,12345
DON_MEGA_004002,West Ossipee,New Hampshire,No,12345
DON_MEGA_004003,Chocorua,New Hampshire,No,12345
DON_MEGA_004004,Greenfield,New Hampshire,Yes,12345
DON_MEGA_004005,Pike,New Hampshire,Yes,12345
DON_MEGA_004006,Bartlett,New Hampshire,No,12345
DON_MEGA_004007,Windham,New Hampshire,Yes,12345
DON_MEGA_004008,Temple,New Hampshire,Yes,12345
DON_MEGA_004009,Walpole,New Hampshire,Yes,12345
DON_MEGA_004010,Colebrook,New Hampshire,Yes,12345
DON_MEGA_004011,Enfield Center,New Hampshire,No,12345
DON_MEGA_004012,Littleton,New Hampshire,Yes,12345
DON_MEGA_004013,Newfields,New Hampshire,Yes,12345
DON_MEGA_004014,East Andover,New Hampshire,Yes,12345
DON_MEGA_004015,Meredith,New Hampshire,Yes,12345
DON_MEGA_004016,Springfield,New Hampshire,No,12345
DON_MEGA_004017,Conway,New Hampshire,No,12345
DON_MEGA_004018,East Andover,New Hampshire,No,12345
DON_MEGA_004019,Barrington,New Hampshire,Yes,12345
DON_MEGA_004020,Twin Mountain,New Hampshire,No,12345
DON_MEGA_004021,Rindge,New Hampshire,No,12345
DON_MEGA_004022,Goffstown,New Hampshire,Yes,12345
DON_MEGA_004023,Lincoln,New Hampshire,No,12345
DON_MEGA_004024,Meriden,New Hampshire,No,12345
DON_MEGA_004025,Litchfield,New Hampshire,No,12345
DON_MEGA_004026,Goshen,New Hampshire,No,12345
DON_MEGA_004027,Hebron,New Hampshire,No,12345
DON_MEGA_004028,Rye Beach,New Hampshire,No,12345
DON_MEGA_004029,Epping,New Hampshire,No,12345
DON_MEGA_004030,Ashuelot,New Hampshire,No,12345
DON_MEGA_004031,Hollis,New Hampshire,Yes,12345
DON_MEGA_004032,West Nottingham,New Hampshire,Yes,12345
DON_MEGA_004033,Bristol,New Hampshire,Yes,12345
DON_MEGA_004034,Bartlett,New Hampshire,Yes,12345
DON_MEGA_004035,Drewsville,New Hampshire,No,12345
DON_MEGA_004036,Meadows,New Hampshire,Yes,12345
DON_MEGA_004037,Newfields,New Hampshire,No,12345
DON_MEGA_004038,North Hampton,New Hampshire,Yes,12345
DON_MEGA_004039,Lyndeborough,New Hampshire,Yes,12345
DON_MEGA_004040,Alstead,New Hampshire,No,12345
DON_MEGA_004041,East Hebron,New Hampshire,No,12345
DON_MEGA_004042,Goshen,New Hampshire,Yes,12345
DON_MEGA_004043,Weare,New Hampshire,No,12345
DON_MEGA_004044,Antrim,New Hampshire,Yes,12345
DON_MEGA_004045,Warren,New Hampshire,No,12345
DON_MEGA_004046,Plymouth,New Hampshire,No,12345
DON_MEGA_004047,Hampton,New Hampshire,No,12345
DON_MEGA_004048,Rollinsford,New Hampshire,No,12345
DON_MEGA_004049,Campton,New Hampshire,No,12345
DON_MEGA_004050,Stratham,New Hampshire,No,12345
DON_MEGA_004051,Tamworth,New Hampshire,No,12345
DON_MEGA_004052,Gilmanton Iron Works,New Hampshire,No,12345
DON_MEGA_004053,South Newbury,New Hampshire,Yes,12345
DON_MEGA_004054,Alton,New Hampshire,Yes,12345
DON_MEGA_004055,Charlestown,New Hampshire,Yes,12345
DON_MEGA_004056,Danville,New Hampshire,Yes,12345
DON_MEGA_004057,Hudson,New Hampshire,No,12345
DON_MEGA_004058,Etna,New Hampshire,No,12345
DON_MEGA_004059,Pittsburg,New Hampshire,Yes,12345
DON_MEGA_004060,Kearsarge,New Hampshire,Yes,12345
DON_MEGA_004061,Stratham,New Hampshire,No,12345
DON_MEGA_004062,Hampton,New Hampshire,Yes,12345
DON_MEGA_004063,Hampton Falls,New Hampshire,Yes,12345
DON_MEGA_004064,Drewsville,New Hampshire,No,12345
DON_MEGA_004065,Wolfeboro,New Hampshire,Yes,12345
DON_MEGA_004066,Weare,New Hampshire,No,12345
DON_MEGA_004067,Chocorua,New Hampshire,Yes,12345
DON_MEGA_004068,Weare,New Hampshire,Yes,12345
DON_MEGA_004069,Dover,New Hampshire,No,12345
DON_MEGA_004070,North Sutton,New Hampshire,Yes,12345
DON_MEGA_004071,Lempster,New Hampshire,No,12345
DON_MEGA_004072,Newbury,New Hampshire,Yes,12345
DON_MEGA_004073,Center Sandwich,New Hampshire,Yes,12345
DON_MEGA_004074,North Conway,New Hampshire,No,12345
DON_MEGA_004075,East Wakefield,New Hampshire,No,12345
DON_MEGA_004076,Springfield,New Hampshire,Yes,12345
DON_MEGA_004077,Wolfeboro,New Hampshire,No,12345
DON_MEGA_004078,Franconia,New Hampshire,Yes,12345
DON_MEGA_004079,Newfields,New Hampshire,No,12345
DON_MEGA_004080,Jefferson,New Hampshire,Yes,12345
DON_MEGA_004081,Waterville Valley,New Hampshire,No,12345
DON_MEGA_004082,Londonderry,New Hampshire,Yes,12345
DON_MEGA_004083,Greenfield,New Hampshire,Yes,12345
DON_MEGA_004084,Chichester,New Hampshire,Yes,12345
DON_MEGA_004085,Freedom,New Hampshire,Yes,12345
DON_MEGA_004086,Gorham,New Hampshire,No,12345
DON_MEGA_004087,Whitefield,New Hampshire,No,12345
DON_MEGA_004088,Goshen,New Hampshire,No,12345
DON_MEGA_004089,Elkins,New Hampshire,No,12345
DON_MEGA_004090,Greenfield,New Hampshire,Yes,12345
DON_MEGA_004091,New Hampton,New Hampshire,Yes,12345
DON_MEGA_004092,Belmont,New Hampshire,Yes,12345
DON_MEGA_004093,Wilmot,New Hampshire,No,12345
DON_MEGA_004094,Strafford,New Hampshire,No,12345
DON_MEGA_004095,Nashua,New Hampshire,No,12345
DON_MEGA_004096,Holderness,New Hampshire,Yes,12345
DON_MEGA_004097,Epsom,New Hampshire,Yes,12345
DON_MEGA_004098,Center Harbor,New Hampshire,Yes,12345
DON_MEGA_004099,West Peterborough,New Hampshire,Yes,12345
DON_MEGA_004100,Salem,New Jersey,No,12345
DON_MEGA_004101,Glen Ridge,New Jersey,Yes,12345
DON_MEGA_004102,Whitehouse Station,New Jersey,No,12345
DON_MEGA_004103,Spotswood,New Jersey,Yes,12345
DON_MEGA_004104,Rosenhayn,New Jersey,No,12345
DON_MEGA_004105,Long Branch,New Jersey,No,12345
DON_MEGA_004106,Leeds Point,New Jersey,Yes,12345
DON_MEGA_004107,Malaga,New Jersey,Yes,12345
DON_MEGA_004108,Cliffside Park,New Jersey,Yes,12345
DON_MEGA_004109,Swartswood,New Jersey,Yes,12345
DON_MEGA_004110,Gillette,New Jersey,No,12345
DON_MEGA_004111,Magnolia,New Jersey,Yes,12345
DON_MEGA_004112,Leeds Point,New Jersey,No,12345
DON_MEGA_004113,Rancocas,New Jersey,No,12345
DON_MEGA_004114,Keasbey,New Jersey,Yes,12345
DON_MEGA_004115,Denville,New Jersey,Yes,12345
DON_MEGA_004116,Weehawken,New Jersey,No,12345
DON_MEGA_004117,Keyport,New Jersey,No,12345
DON_MEGA_004118,Normandy Beach,New Jersey,No,12345
DON_MEGA_004119,Keansburg,New Jersey,No,12345
DON_MEGA_004120,Rancocas,New Jersey,Yes,12345
DON_MEGA_004121,Flemington,New Jersey,No,12345
DON_MEGA_004122,Sea Girt,New Jersey,Yes,12345
DON_MEGA_004123,Succasunna,New Jersey,Yes,12345
DON_MEGA_004124,New Lisbon,New Jersey,No,12345
DON_MEGA_004125,Andover,New Jersey,Yes,12345
DON_MEGA_004126,Williamstown,New Jersey,No,12345
DON_MEGA_004127,Vineland,New Jersey,No,12345
DON_MEGA_004128,Secaucus,New Jersey,No,12345
DON_MEGA_004129,Vienna,New Jersey,Yes,12345
DON_MEGA_004130,Pennsauken,New Jersey,No,12345
DON_MEGA_004131,Alloway,New Jersey,Yes,12345
DON_MEGA_004132,Sewaren,New Jersey,No,12345
DON_MEGA_004133,Brick,New Jersey,Yes,12345
DON_MEGA_004134,Morganville,New Jersey,No,12345
DON_MEGA_004135,Manasquan,New Jersey,No,12345
DON_MEGA_004136,Oceanville,New Jersey,No,12345
DON_MEGA_004137,Tuckahoe,New Jersey,Yes,12345
DON_MEGA_004138,Cliffside Park,New Jersey,Yes,12345
DON_MEGA_004139,Baptistown,New Jersey,No,12345
DON_MEGA_004140,Delmont,New Jersey,Yes,12345
DON_MEGA_004141,Franklin Park,New Jersey,Yes,12345
DON_MEGA_004142,Brookside,New Jersey,Yes,12345
DON_MEGA_004143,Wayne,New Jersey,No,12345
DON_MEGA_004144,Sea Isle City,New Jersey,No,12345
DON_MEGA_004145,Somerdale,New Jersey,Yes,12345
DON_MEGA_004146,Vernon,New Jersey,Yes,12345
DON_MEGA_004147,Alloway,New Jersey,Yes,12345
DON_MEGA_004148,Whitehouse,New Jersey,Yes,12345
DON_MEGA_004149,Columbus,New Jersey,No,12345
DON_MEGA_004150,Chatham,New Jersey,No,12345
DON_MEGA_004151,Newport,New Jersey,Yes,12345
DON_MEGA_004152,Ramsey,New Jersey,No,12345
DON_MEGA_004153,Sayreville,New Jersey,No,12345
DON_MEGA_004154,Bedminster,New Jersey,Yes,12345
DON_MEGA_004155,Collingswood,New Jersey,No,12345
DON_MEGA_004156,Bound Brook,New Jersey,No,12345
DON_MEGA_004157,Allentown,New Jersey,Yes,12345
DON_MEGA_004158,Bloomfield,New Jersey,Yes,12345
DON_MEGA_004159,Maplewood,New Jersey,No,12345
DON_MEGA_004160,Wyckoff,New Jersey,No,12345
DON_MEGA_004161,Madison,New Jersey,Yes,12345
DON_MEGA_004162,Oakhurst,New Jersey,No,12345
DON_MEGA_004163,Pompton Plains,New Jersey,Yes,12345
DON_MEGA_004164,Deepwater,New Jersey,No,12345
DON_MEGA_004165,Oakland,New Jersey,Yes,12345
DON_MEGA_004166,Washington,New Jersey,Yes,12345
DON_MEGA_004167,Greenwich,New Jersey,Yes,12345
DON_MEGA_004168,Pittstown,New Jersey,No,12345
DON_MEGA_004169,Springfield,New Jersey,Yes,12345
DON_MEGA_004170,Port Reading,New Jersey,No,12345
DON_MEGA_004171,Layton,New Jersey,No,12345
DON_MEGA_004172,Thorofare,New Jersey,Yes,12345
DON_MEGA_004173,Beach Haven,New Jersey,Yes,12345
DON_MEGA_004174,Edgewater,New Jersey,No,12345
DON_MEGA_004175,Middleville,New Jersey,Yes,12345
DON_MEGA_004176,Crosswicks,New Jersey,No,12345
DON_MEGA_004177,Belvidere,New Jersey,No,12345
DON_MEGA_004178,Changewater,New Jersey,Yes,12345
DON_MEGA_004179,Haworth,New Jersey,Yes,12345
DON_MEGA_004180,Schooleys Mountain,New Jersey,Yes,12345
DON_MEGA_004181,Rockaway,New Jersey,No,12345
DON_MEGA_004182,Farmingdale,New Jersey,Yes,12345
DON_MEGA_004183,Buena,New Jersey,No,12345
DON_MEGA_004184,Allenwood,New Jersey,No,12345
DON_MEGA_004185,Barrington,New Jersey,No,12345
DON_MEGA_004186,Monroeville,New Jersey,No,12345
DON_MEGA_004187,Marlboro,New Jersey,Yes,12345
DON_MEGA_004188,Rocky Hill,New Jersey,No,12345
DON_MEGA_004189,Berlin,New Jersey,Yes,12345
DON_MEGA_004190,Crosswicks,New Jersey,No,12345
DON_MEGA_004191,Shrewsbury,New Jersey,Yes,12345
DON_MEGA_004192,Vineland,New Jersey,No,12345
DON_MEGA_004193,New Brunswick,New Jersey,Yes,12345
DON_MEGA_004194,Ridgefield,New Jersey,Yes,12345
DON_MEGA_004195,Port Elizabeth,New Jersey,No,12345
DON_MEGA_004196,Passaic,New Jersey,No,12345
DON_MEGA_004197,Freehold,New Jersey,Yes,12345
DON_MEGA_004198,East Rutherford,New Jersey,No,12345
DON_MEGA_004199,Warren,New Jersey,Yes,12345
DON_MEGA_004200,Sheep Springs,New Mexico,No,12345
DON_MEGA_004201,Ramah,New Mexico,Yes,12345
DON_MEGA_004202,Mesilla,New Mexico,Yes,12345
DON_MEGA_004203,Mount Dora,New Mexico,No,12345
DON_MEGA_004204,San Antonio,New Mexico,Yes,12345
DON_MEGA_004205,Sandia Park,New Mexico,Yes,12345
DON_MEGA_004206,Jal,New Mexico,No,12345
DON_MEGA_004207,Montezuma,New Mexico,Yes,12345
DON_MEGA_004208,Medanales,New Mexico,Yes,12345
DON_MEGA_004209,Cuba,New Mexico,Yes,12345
DON_MEGA_004210,Albuquerque,New Mexico,Yes,12345
DON_MEGA_004211,Lemitar,New Mexico,No,12345
DON_MEGA_004212,Fort Bayard,New Mexico,No,12345
DON_MEGA_004213,Carlsbad,New Mexico,No,12345
DON_MEGA_004214,Cleveland,New Mexico,No,12345
DON_MEGA_004215,Floyd,New Mexico,Yes,12345
DON_MEGA_004216,San Miguel,New Mexico,No,12345
DON_MEGA_004217,Pena Blanca,New Mexico,Yes,12345
DON_MEGA_004218,Mosquero,New Mexico,Yes,12345
DON_MEGA_004219,Radium Springs,New Mexico,No,12345
DON_MEGA_004220,Luna,New Mexico,Yes,12345
DON_MEGA_004221,Ilfeld,New Mexico,No,12345
DON_MEGA_004222,Peralta,New Mexico,No,12345
DON_MEGA_004223,Rowe,New Mexico,Yes,12345
DON_MEGA_004224,Rodeo,New Mexico,Yes,12345
DON_MEGA_004225,Broadview,New Mexico,Yes,12345
DON_MEGA_004226,Saint Vrain,New Mexico,Yes,12345
DON_MEGA_004227,Navajo,New Mexico,No,12345
DON_MEGA_004228,La Luz,New Mexico,No,12345
DON_MEGA_004229,Ponderosa,New Mexico,No,12345
DON_MEGA_004230,Chamberino,New Mexico,Yes,12345
DON_MEGA_004231,Mescalero,New Mexico,Yes,12345
DON_MEGA_004232,San Jose,New Mexico,Yes,12345
DON_MEGA_004233,Lingo,New Mexico,No,12345
DON_MEGA_004234,Gila,New Mexico,Yes,12345
DON_MEGA_004235,Eagle Nest,New Mexico,Yes,12345
DON_MEGA_004236,Crossroads,New Mexico,Yes,12345
DON_MEGA_004237,Chamberino,New Mexico,No,12345
DON_MEGA_004238,Whites City,New Mexico,No,12345
DON_MEGA_004239,Dona Ana,New Mexico,No,12345
DON_MEGA_004240,Jemez Springs,New Mexico,No,12345
DON_MEGA_004241,San Rafael,New Mexico,Yes,12345
DON_MEGA_004242,Milnesand,New Mexico,No,12345
DON_MEGA_004243,Jarales,New Mexico,Yes,12345
DON_MEGA_004244,Mills,New Mexico,No,12345
DON_MEGA_004245,Espanola,New Mexico,Yes,12345
DON_MEGA_004246,Algodones,New Mexico,Yes,12345
DON_MEGA_004247,Hernandez,New Mexico,No,12345
DON_MEGA_004248,Corrales,New Mexico,Yes,12345
DON_MEGA_004249,Costilla,New Mexico,No,12345
DON_MEGA_004250,Yatahey,New Mexico,Yes,12345
DON_MEGA_004251,Cubero,New Mexico,No,12345
DON_MEGA_004252,Farmington,New Mexico,No,12345
DON_MEGA_004253,Taos,New Mexico,No,12345
DON_MEGA_004254,Canjilon,New Mexico,Yes,12345
DON_MEGA_004255,Claunch,New Mexico,Yes,12345
DON_MEGA_004256,Hillsboro,New Mexico,No,12345
DON_MEGA_004257,Saint Vrain,New Mexico,Yes,12345
DON_MEGA_004258,Mescalero,New Mexico,No,12345
DON_MEGA_004259,Tome,New Mexico,No,12345
DON_MEGA_004260,Red River,New Mexico,No,12345
DON_MEGA_004261,Mescalero,New Mexico,No,12345
DON_MEGA_004262,Bosque,New Mexico,No,12345
DON_MEGA_004263,Bosque,New Mexico,Yes,12345
DON_MEGA_004264,Seneca,New Mexico,Yes,12345
DON_MEGA_004265,Mule Creek,New Mexico,No,12345
DON_MEGA_004266,Arroyo Hondo,New Mexico,No,12345
DON_MEGA_004267,Rainsville,New Mexico,Yes,12345
DON_MEGA_004268,Petaca,New Mexico,Yes,12345
DON_MEGA_004269,Church Rock,New Mexico,Yes,12345
DON_MEGA_004270,Fort Stanton,New Mexico,Yes,12345
DON_MEGA_004271,Navajo Dam,New Mexico,No,12345
DON_MEGA_004272,Mexican Springs,New Mexico,Yes,12345
DON_MEGA_004273,Sedan,New Mexico,No,12345
DON_MEGA_004274,Nageezi,New Mexico,Yes,12345
DON_MEGA_004275,Nageezi,New Mexico,Yes,12345
DON_MEGA_004276,San Rafael,New Mexico,No,12345
DON_MEGA_004277,Medanales,New Mexico,No,12345
DON_MEGA_004278,Santa Rosa,New Mexico,Yes,12345
DON_MEGA_004279,Embudo,New Mexico,No,12345
DON_MEGA_004280,Pena Blanca,New Mexico,No,12345
DON_MEGA_004281,Ocate,New Mexico,No,12345
DON_MEGA_004282,Truchas,New Mexico,Yes,12345
DON_MEGA_004283,Fairacres,New Mexico,No,12345
DON_MEGA_004284,Watrous,New Mexico,Yes,12345
DON_MEGA_004285,Montezuma,New Mexico,Yes,12345
DON_MEGA_004286,Redrock,New Mexico,No,12345
DON_MEGA_004287,Gladstone,New Mexico,No,12345
DON_MEGA_004288,Lordsburg,New Mexico,Yes,12345
DON_MEGA_004289,Lamy,New Mexico,Yes,12345
DON_MEGA_004290,Crossroads,New Mexico,Yes,12345
DON_MEGA_004291,Tierra Amarilla,New Mexico,No,12345
DON_MEGA_004292,Salem,New Mexico,Yes,12345
DON_MEGA_004293,San Cristobal,New Mexico,Yes,12345
DON_MEGA_004294,Dulce,New Mexico,Yes,12345
DON_MEGA_004295,Anton Chico,New Mexico,No,12345
DON_MEGA_004296,Vaughn,New Mexico,No,12345
DON_MEGA_004297,Angel Fire,New Mexico,No,12345
DON_MEGA_004298,Church Rock,New Mexico,No,12345
DON_MEGA_004299,Lake Arthur,New Mexico,No,12345
DON_MEGA_004300,West Monroe,New York,No,12345
DON_MEGA_004301,Hinckley,New York,Yes,12345
DON_MEGA_004302,Cherry Creek,New York,No,12345
DON_MEGA_004303,Rexville,New York,Yes,12345
DON_MEGA_004304,Stafford,New York,No,12345
DON_MEGA_004305,Richmond Hill,New York,No,12345
DON_MEGA_004306,North Evans,New York,No,12345
DON_MEGA_004307,Port Crane,New York,Yes,12345
DON_MEGA_004308,South Colton,New York,No,12345
DON_MEGA_004309,Evans Mills,New York,No,12345
DON_MEGA_004310,Salisbury Mills,New York,Yes,12345
DON_MEGA_004311,Galway,New York,Yes,12345
DON_MEGA_004312,Nedrow,New York,No,12345
DON_MEGA_004313,Austerlitz,New York,No,12345
DON_MEGA_004314,Staatsburg,New York,Yes,12345
DON_MEGA_004315,Campbell Hall,New York,Yes,12345
DON_MEGA_004316,Rensselaer Falls,New York,Yes,12345
DON_MEGA_004317,Peekskill,New York,Yes,12345
DON_MEGA_004318,Atlanta,New York,No,12345
DON_MEGA_004319,Glen Head,New York,No,12345
DON_MEGA_004320,Pottersville,New York,No,12345
DON_MEGA_004321,Westernville,New York,Yes,12345
DON_MEGA_004322,Olmstedville,New York,No,12345
DON_MEGA_004323,Millbrook,New York,No,12345
DON_MEGA_004324,Raquette Lake,New York,No,12345
