School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
SCH_MEGA_000116,Aug School 116,unknown,79.0,Mississippi,12345,Webb,County_Mississippi,District_Mississippi
SCH_MEGA_000117,Aug School 117,urban,16.0,Mississippi,12345,Lake,County_Mississippi,District_Mississippi
SCH_MEGA_000118,Aug School 118,urban,32.0,Mississippi,12345,Holly Ridge,County_Mississippi,District_Mississippi
SCH_MEGA_000119,Aug School 119,unknown,48.0,Mississippi,12345,Belen,County_Mississippi,District_Mississippi
SCH_MEGA_000120,Aug School 120,town,32.0,Missouri,12345,Eldridge,County_Missouri,District_Missouri
SCH_MEGA_000121,Aug School 121,suburban,14.0,Missouri,12345,Blackburn,County_Missouri,District_Missouri
SCH_MEGA_000122,Aug School 122,town,34.0,Missouri,12345,Camdenton,County_Missouri,District_Missouri
SCH_MEGA_000123,Aug School 123,town,43.0,Missouri,12345,Fairport,County_Missouri,District_Missouri
SCH_MEGA_000124,Aug School 124,urban,62.0,Missouri,12345,Dalton,County_Missouri,District_Missouri
SCH_MEGA_000125,Aug School 125,urban,80.0,Montana,12345,Frazer,County_Montana,District_Montana
SCH_MEGA_000126,Aug School 126,suburban,18.0,Montana,12345,Sun River,County_Montana,District_Montana
SCH_MEGA_000127,Aug School 127,town,71.0,Montana,12345,Kila,County_Montana,District_Montana
SCH_MEGA_000128,Aug School 128,suburban,86.0,Montana,12345,Pompeys Pillar,County_Montana,District_Montana
SCH_MEGA_000129,Aug School 129,urban,56.0,Montana,12345,Galata,County_Montana,District_Montana
SCH_MEGA_000130,Aug School 130,unknown,20.0,Nebraska,12345,Stockville,County_Nebraska,District_Nebraska
SCH_MEGA_000131,Aug School 131,suburban,17.0,Nebraska,12345,Plattsmouth,County_Nebraska,District_Nebraska
SCH_MEGA_000132,Aug School 132,suburban,82.0,Nebraska,12345,Murdock,County_Nebraska,District_Nebraska
SCH_MEGA_000133,Aug School 133,urban,24.0,Nebraska,12345,Upland,County_Nebraska,District_Nebraska
SCH_MEGA_000134,Aug School 134,rural,32.0,Nebraska,12345,Melbeta,County_Nebraska,District_Nebraska
SCH_MEGA_000135,Aug School 135,town,43.0,Nevada,12345,Orovada,County_Nevada,District_Nevada
SCH_MEGA_000136,Aug School 136,town,79.0,Nevada,12345,Orovada,County_Nevada,District_Nevada
SCH_MEGA_000137,Aug School 137,rural,44.0,Nevada,12345,Lamoille,County_Nevada,District_Nevada
SCH_MEGA_000138,Aug School 138,suburban,40.0,Nevada,12345,Duckwater,County_Nevada,District_Nevada
SCH_MEGA_000139,Aug School 139,unknown,23.0,Nevada,12345,Searchlight,County_Nevada,District_Nevada
SCH_MEGA_000140,Aug School 140,suburban,81.0,New Hampshire,12345,Newton Junction,County_New Hampshire,District_New Hampshire
SCH_MEGA_000141,Aug School 141,suburban,84.0,New Hampshire,12345,Wentworth,County_New Hampshire,District_New Hampshire
SCH_MEGA_000142,Aug School 142,suburban,43.0,New Hampshire,12345,Freedom,County_New Hampshire,District_New Hampshire
SCH_MEGA_000143,Aug School 143,town,17.0,New Hampshire,12345,Tamworth,County_New Hampshire,District_New Hampshire
SCH_MEGA_000144,Aug School 144,rural,41.0,New Hampshire,12345,Kearsarge,County_New Hampshire,District_New Hampshire
SCH_MEGA_000145,Aug School 145,rural,16.0,New Jersey,12345,Camden,County_New Jersey,District_New Jersey
SCH_MEGA_000146,Aug School 146,unknown,61.0,New Jersey,12345,Alloway,County_New Jersey,District_New Jersey
SCH_MEGA_000147,Aug School 147,rural,61.0,New Jersey,12345,Rosenhayn,County_New Jersey,District_New Jersey
SCH_MEGA_000148,Aug School 148,town,77.0,New Jersey,12345,Fanwood,County_New Jersey,District_New Jersey
SCH_MEGA_000149,Aug School 149,urban,74.0,New Jersey,12345,Pennsauken,County_New Jersey,District_New Jersey
SCH_MEGA_000150,Aug School 150,suburban,84.0,New Mexico,12345,Red River,County_New Mexico,District_New Mexico
SCH_MEGA_000151,Aug School 151,town,83.0,New Mexico,12345,Bernalillo,County_New Mexico,District_New Mexico
SCH_MEGA_000152,Aug School 152,town,83.0,New Mexico,12345,Abiquiu,County_New Mexico,District_New Mexico
SCH_MEGA_000153,Aug School 153,rural,20.0,New Mexico,12345,Lordsburg,County_New Mexico,District_New Mexico
SCH_MEGA_000154,Aug School 154,town,48.0,New Mexico,12345,Radium Springs,County_New Mexico,District_New Mexico
SCH_MEGA_000155,Aug School 155,urban,28.0,New York,12345,Akron,County_New York,District_New York
SCH_MEGA_000156,Aug School 156,suburban,62.0,New York,12345,Palisades,County_New York,District_New York
SCH_MEGA_000157,Aug School 157,town,85.0,New York,12345,Garnerville,County_New York,District_New York
SCH_MEGA_000158,Aug School 158,urban,87.0,New York,12345,Central Valley,County_New York,District_New York
SCH_MEGA_000159,Aug School 159,unknown,67.0,New York,12345,Hamburg,County_New York,District_New York
SCH_MEGA_000160,Aug School 160,suburban,11.0,North Carolina,12345,Windsor,County_North Carolina,District_North Carolina
SCH_MEGA_000161,Aug School 161,town,25.0,North Carolina,12345,Morven,County_North Carolina,District_North Carolina
SCH_MEGA_000162,Aug School 162,town,47.0,North Carolina,12345,Hurdle Mills,County_North Carolina,District_North Carolina
SCH_MEGA_000163,Aug School 163,town,14.0,North Carolina,12345,Pleasant Garden,County_North Carolina,District_North Carolina
SCH_MEGA_000164,Aug School 164,suburban,81.0,North Carolina,12345,Balsam Grove,County_North Carolina,District_North Carolina
SCH_MEGA_000165,Aug School 165,rural,22.0,North Dakota,12345,Luverne,County_North Dakota,District_North Dakota
SCH_MEGA_000166,Aug School 166,rural,64.0,North Dakota,12345,Makoti,County_North Dakota,District_North Dakota
SCH_MEGA_000167,Aug School 167,town,84.0,North Dakota,12345,Manvel,County_North Dakota,District_North Dakota
SCH_MEGA_000168,Aug School 168,town,40.0,North Dakota,12345,Crystal,County_North Dakota,District_North Dakota
SCH_MEGA_000169,Aug School 169,town,76.0,North Dakota,12345,Lefor,County_North Dakota,District_North Dakota
SCH_MEGA_000170,Aug School 170,unknown,74.0,Ohio,12345,Carey,County_Ohio,District_Ohio
SCH_MEGA_000171,Aug School 171,town,17.0,Ohio,12345,Jacksontown,County_Ohio,District_Ohio
SCH_MEGA_000172,Aug School 172,suburban,88.0,Ohio,12345,Tuscarawas,County_Ohio,District_Ohio
SCH_MEGA_000173,Aug School 173,suburban,74.0,Ohio,12345,Warren,County_Ohio,District_Ohio
SCH_MEGA_000174,Aug School 174,suburban,37.0,Ohio,12345,Miamitown,County_Ohio,District_Ohio
SCH_MEGA_000175,Aug School 175,unknown,70.0,Oklahoma,12345,Calumet,County_Oklahoma,District_Oklahoma
SCH_MEGA_000176,Aug School 176,urban,53.0,Oklahoma,12345,Vian,County_Oklahoma,District_Oklahoma
SCH_MEGA_000177,Aug School 177,town,36.0,Oklahoma,12345,Glencoe,County_Oklahoma,District_Oklahoma
SCH_MEGA_000178,Aug School 178,suburban,47.0,Oklahoma,12345,Stratford,County_Oklahoma,District_Oklahoma
SCH_MEGA_000179,Aug School 179,urban,31.0,Oklahoma,12345,Jet,County_Oklahoma,District_Oklahoma
SCH_MEGA_000180,Aug School 180,unknown,16.0,Oregon,12345,Hubbard,County_Oregon,District_Oregon
SCH_MEGA_000181,Aug School 181,town,45.0,Oregon,12345,Brogan,County_Oregon,District_Oregon
SCH_MEGA_000182,Aug School 182,town,33.0,Oregon,12345,Springfield,County_Oregon,District_Oregon
SCH_MEGA_000183,Aug School 183,town,49.0,Oregon,12345,Lostine,County_Oregon,District_Oregon
SCH_MEGA_000184,Aug School 184,town,61.0,Oregon,12345,Camp Sherman,County_Oregon,District_Oregon
SCH_MEGA_000185,Aug School 185,rural,54.0,Pennsylvania,12345,Commodore,County_Pennsylvania,District_Pennsylvania
SCH_MEGA_000186,Aug School 186,town,84.0,Pennsylvania,12345,Herrick Center,County_Pennsylvania,District_Pennsylvania
SCH_MEGA_000187,Aug School 187,rural,35.0,Pennsylvania,12345,Dunbar,County_Pennsylvania,District_Pennsylvania
SCH_MEGA_000188,Aug School 188,town,90.0,Pennsylvania,12345,Locust Gap,County_Pennsylvania,District_Pennsylvania
SCH_MEGA_000189,Aug School 189,suburban,26.0,Pennsylvania,12345,Penfield,County_Pennsylvania,District_Pennsylvania
SCH_MEGA_000190,Aug School 190,unknown,30.0,Rhode Island,12345,Clayville,County_Rhode Island,District_Rhode Island
SCH_MEGA_000191,Aug School 191,town,14.0,Rhode Island,12345,Foster,County_Rhode Island,District_Rhode Island
SCH_MEGA_000192,Aug School 192,urban,80.0,Rhode Island,12345,West Kingston,County_Rhode Island,District_Rhode Island
SCH_MEGA_000193,Aug School 193,unknown,17.0,Rhode Island,12345,Warwick,County_Rhode Island,District_Rhode Island
SCH_MEGA_000194,Aug School 194,urban,81.0,Rhode Island,12345,Forestdale,County_Rhode Island,District_Rhode Island
SCH_MEGA_000195,Aug School 195,rural,31.0,South Carolina,12345,Troy,County_South Carolina,District_South Carolina
SCH_MEGA_000196,Aug School 196,suburban,90.0,South Carolina,12345,Troy,County_South Carolina,District_South Carolina
SCH_MEGA_000197,Aug School 197,urban,36.0,South Carolina,12345,Jamestown,County_South Carolina,District_South Carolina
SCH_MEGA_000198,Aug School 198,unknown,11.0,South Carolina,12345,Myrtle Beach,County_South Carolina,District_South Carolina
SCH_MEGA_000199,Aug School 199,unknown,76.0,South Carolina,12345,Woodruff,County_South Carolina,District_South Carolina
SCH_MEGA_000200,Aug School 200,urban,35.0,South Dakota,12345,Onaka,County_South Dakota,District_South Dakota
SCH_MEGA_000201,Aug School 201,rural,78.0,South Dakota,12345,Amherst,County_South Dakota,District_South Dakota
SCH_MEGA_000202,Aug School 202,unknown,38.0,South Dakota,12345,Sinai,County_South Dakota,District_South Dakota
SCH_MEGA_000203,Aug School 203,unknown,14.0,South Dakota,12345,Quinn,County_South Dakota,District_South Dakota
SCH_MEGA_000204,Aug School 204,town,87.0,South Dakota,12345,Harrison,County_South Dakota,District_South Dakota
SCH_MEGA_000205,Aug School 205,urban,42.0,Tennessee,12345,Covington,County_Tennessee,District_Tennessee
SCH_MEGA_000206,Aug School 206,urban,58.0,Tennessee,12345,Bean Station,County_Tennessee,District_Tennessee
SCH_MEGA_000207,Aug School 207,rural,13.0,Tennessee,12345,Tellico Plains,County_Tennessee,District_Tennessee
SCH_MEGA_000208,Aug School 208,urban,87.0,Tennessee,12345,Memphis,County_Tennessee,District_Tennessee
SCH_MEGA_000209,Aug School 209,unknown,18.0,Tennessee,12345,Waynesboro,County_Tennessee,District_Tennessee
SCH_MEGA_000210,Aug School 210,rural,73.0,Texas,12345,Toyahvale,County_Texas,District_Texas
SCH_MEGA_000211,Aug School 211,urban,47.0,Texas,12345,De Kalb,County_Texas,District_Texas
SCH_MEGA_000212,Aug School 212,urban,35.0,Texas,12345,Woden,County_Texas,District_Texas
SCH_MEGA_000213,Aug School 213,town,81.0,Texas,12345,Boling,County_Texas,District_Texas
SCH_MEGA_000214,Aug School 214,rural,74.0,Texas,12345,Mc Camey,County_Texas,District_Texas
SCH_MEGA_000215,Aug School 215,rural,20.0,Utah,12345,Minersville,County_Utah,District_Utah
SCH_MEGA_000216,Aug School 216,town,71.0,Utah,12345,Bear River City,County_Utah,District_Utah
SCH_MEGA_000217,Aug School 217,suburban,51.0,Utah,12345,Levan,County_Utah,District_Utah
SCH_MEGA_000218,Aug School 218,suburban,43.0,Utah,12345,Bountiful,County_Utah,District_Utah
SCH_MEGA_000219,Aug School 219,unknown,11.0,Utah,12345,Grantsville,County_Utah,District_Utah
SCH_MEGA_000220,Aug School 220,unknown,72.0,Vermont,12345,Island Pond,County_Vermont,District_Vermont
SCH_MEGA_000221,Aug School 221,urban,32.0,Vermont,12345,Benson,County_Vermont,District_Vermont
SCH_MEGA_000222,Aug School 222,suburban,41.0,Vermont,12345,Windsor,County_Vermont,District_Vermont
SCH_MEGA_000223,Aug School 223,rural,66.0,Vermont,12345,Jonesville,County_Vermont,District_Vermont
SCH_MEGA_000224,Aug School 224,rural,81.0,Vermont,12345,Mount Holly,County_Vermont,District_Vermont
SCH_MEGA_000225,Aug School 225,rural,78.0,Virginia,12345,Fishers Hill,County_Virginia,District_Virginia
SCH_MEGA_000226,Aug School 226,town,51.0,Virginia,12345,Hudgins,County_Virginia,District_Virginia
SCH_MEGA_000227,Aug School 227,unknown,19.0,Virginia,12345,Blairs,County_Virginia,District_Virginia
SCH_MEGA_000228,Aug School 228,town,44.0,Virginia,12345,Stony Creek,County_Virginia,District_Virginia
SCH_MEGA_000229,Aug School 229,urban,64.0,Virginia,12345,Bluefield,County_Virginia,District_Virginia
SCH_MEGA_000230,Aug School 230,town,63.0,Washington,12345,Keyport,County_Washington,District_Washington
SCH_MEGA_000231,Aug School 231,urban,31.0,Washington,12345,Bellevue,County_Washington,District_Washington
SCH_MEGA_000232,Aug School 232,rural,48.0,Washington,12345,Lamona,County_Washington,District_Washington
SCH_MEGA_000233,Aug School 233,suburban,60.0,Washington,12345,Nine Mile Falls,County_Washington,District_Washington
SCH_MEGA_000234,Aug School 234,urban,11.0,Washington,12345,Beaver,County_Washington,District_Washington
SCH_MEGA_000235,Aug School 235,rural,26.0,West Virginia,12345,Romney,County_West Virginia,District_West Virginia
SCH_MEGA_000236,Aug School 236,unknown,27.0,West Virginia,12345,Porters Falls,County_West Virginia,District_West Virginia
SCH_MEGA_000237,Aug School 237,town,61.0,West Virginia,12345,Colfax,County_West Virginia,District_West Virginia
SCH_MEGA_000238,Aug School 238,unknown,49.0,West Virginia,12345,Colfax,County_West Virginia,District_West Virginia
SCH_MEGA_000239,Aug School 239,town,68.0,West Virginia,12345,Costa,County_West Virginia,District_West Virginia
SCH_MEGA_000240,Aug School 240,unknown,73.0,Wisconsin,12345,Medina,County_Wisconsin,District_Wisconsin
SCH_MEGA_000241,Aug School 241,town,31.0,Wisconsin,12345,Readstown,County_Wisconsin,District_Wisconsin
SCH_MEGA_000242,Aug School 242,unknown,21.0,Wisconsin,12345,Almond,County_Wisconsin,District_Wisconsin
SCH_MEGA_000243,Aug School 243,suburban,14.0,Wisconsin,12345,Lake Delton,County_Wisconsin,District_Wisconsin
SCH_MEGA_000244,Aug School 244,suburban,72.0,Wisconsin,12345,Westfield,County_Wisconsin,District_Wisconsin
SCH_MEGA_000245,Aug School 245,town,63.0,Wyoming,12345,Hiland,County_Wyoming,District_Wyoming
SCH_MEGA_000246,Aug School 246,rural,20.0,Wyoming,12345,Clearmont,County_Wyoming,District_Wyoming
SCH_MEGA_000247,Aug School 247,suburban,53.0,Wyoming,12345,Horse Creek,County_Wyoming,District_Wyoming
SCH_MEGA_000248,Aug School 248,suburban,16.0,Wyoming,12345,Daniel,County_Wyoming,District_Wyoming
SCH_MEGA_000249,Aug School 249,town,49.0,Wyoming,12345,Diamondville,County_Wyoming,District_Wyoming
SCH_MEGA_000250,Aug School 250,rural,12.0,District of Columbia,12345,Anacostia Annex,County_District of Columbia,District_District of Columbia
SCH_MEGA_000251,Aug School 251,suburban,59.0,District of Columbia,12345,Washington,County_District of Columbia,District_District of Columbia
SCH_MEGA_000252,Aug School 252,town,56.0,District of Columbia,12345,Anacostia Annex,County_District of Columbia,District_District of Columbia
SCH_MEGA_000253,Aug School 253,town,82.0,District of Columbia,12345,Anacostia Annex,County_District of Columbia,District_District of Columbia
SCH_MEGA_000254,Aug School 254,unknown,58.0,District of Columbia,12345,Washington,County_District of Columbia,District_District of Columbia
c0c45a35-8a2c-474e-b865-dffcbfa04956,Cesar Chavez Elementary School,urban,99.0,California,90001,Los Angeles,Los Angeles,LAUSD
76bfe84b-e08f-4f4a-818e-b0281a4bb013,Martin Luther King Elementary School,urban,98.0,New York,10001,New York,New York,NYCDOE
4057f963-4bc9-4f9d-b78d-20e05555fe49,Deerfield Elementary School,suburban,1.0,Illinois,60015,Deerfield,Lake,Deerfield 109
7108f365-851b-4b89-a4d5-57afbdcd3324,Prairie View Elementary School,suburban,2.0,Wisconsin,53562,Middleton,Dane,Middleton-Cross Plains
S0302,Martin Luther King Elementry School,unknown,13.03,NC,29657,Greensboro,County S0302,District S0302
S0303,Lakeside High School,suburban,49.56,TX,34087,Fort Worth,County S0303,District S0303
S0306,Cesar Chavez Elementry School,urban,8.57,CA,80855,San Jose,County S0306,District S0306
S0307,Maple Grove School,suburban,58.3,NY,51711,Buffalo,County S0307,District S0307
S0308,Lakeside High School,unknown,58.24,FL,92699,Orlando,County S0308,District S0308
S0310,Hillcrest Middle School,rural,42.85,CA,40226,San Francisco,County S0310,District S0310
S0311,Deerfield Elementry School,town,51.95,NC,39325,Charlotte,County S0311,District S0311
S0312,Hillcrest Middle School,suburban,60.2,TX,75794,Fort Worth,County S0312,District S0312
S0313,Jefferson High School,town,73.54,NC,39706,Greensboro,County S0313,District S0313
S0315,Riverside High School,urban,43.33,TX,50063,Austin,County S0315,District S0315
S0316,Washington Elementary School,town,91.75,GA,63760,Columbus,County S0316,District S0316
S0318,Cesar Chavez Elementry School,suburban,23.46,NC,41519,Greensboro,County S0318,District S0318
S0319,Summit Elementary School,urban,91.99,TX,38975,Austin,County S0319,District S0319
S0320,Cesar Chavez Elementry School,rural,5.0,NY,37441,Rochester,County S0320,District S0320
S0321,Cesar Chavez Elementry School,rural,40.53,NY,71561,New York,County S0321,District S0321
S0322,Pinecrest Academy,rural,84.85,GA,62349,Columbus,County S0322,District S0322
S0324,Prairie View Elementry School,rural,58.2,TX,43332,Fort Worth,County S0324,District S0324
S0325,Hillcrest Middle School,town,68.86,IL,49092,Rockford,County S0325,District S0325
S0326,Washington Elementary School,suburban,73.32,TX,88609,Fort Worth,County S0326,District S0326
S0331,Maple Grove School,town,69.33,PA,73810,Philadelphia,County S0331,District S0331
S0333,Martin Luther King Elementry School,rural,18.83,TX,26356,El Paso,County S0333,District S0333
S0335,Cesar Chavez Elementry School,suburban,28.16,NY,71917,Queens,County S0335,District S0335
S0337,Pinecrest Academy,urban,47.93,GA,17486,Augusta,County S0337,District S0337
S0338,Oakridge Middle School,town,58.91,TX,64866,El Paso,County S0338,District S0338
S0341,Washington Elementary School,town,59.13,MI,14659,Detroit,County S0341,District S0341
S0342,Washington Elementary School,town,47.5,NC,74082,Greensboro,County S0342,District S0342
S0344,Washington Elementary School,rural,43.17,CA,79373,Los Angeles,County S0344,District S0344
S0347,Maple Grove School,suburban,86.82,PA,37342,Philadelphia,County S0347,District S0347
S0352,Jefferson High School,unknown,57.26,MI,34114,Grand Rapids,County S0352,District S0352
S0355,Deerfield Elementry School,urban,62.68,TX,68385,El Paso,County S0355,District S0355
S0359,Pinecrest Academy,rural,46.95,MI,16310,Detroit,County S0359,District S0359
S0361,Deerfield Elementry School,urban,39.83,PA,43342,Pittsburgh,County S0361,District S0361
S0362,Lincoln Elementary School,rural,61.6,NY,25925,New York,County S0362,District S0362
S0363,Maple Grove School,urban,76.42,FL,77402,Tampa,County S0363,District S0363
S0367,Hillcrest Middle School,town,81.06,IL,71595,Chicago,County S0367,District S0367
S0368,Riverside High School,rural,62.88,FL,65750,Tampa,County S0368,District S0368
S0369,Hillcrest Middle School,suburban,19.47,GA,22224,Augusta,County S0369,District S0369
S0371,Maple Grove School,suburban,71.09,NY,52648,Buffalo,County S0371,District S0371
S0372,Martin Luther King Elementry School,urban,14.29,NC,66958,Raleigh,County S0372,District S0372
S0373,Lincoln Elementary School,urban,24.17,FL,17271,Orlando,County S0373,District S0373
S0375,Jefferson High School,town,36.58,GA,57682,Augusta,County S0375,District S0375
S0376,Hillcrest Middle School,unknown,32.72,FL,65285,Jacksonville,County S0376,District S0376
S0377,Deerfield Elementry School,town,73.57,OH,76237,Cincinnati,County S0377,District S0377
S0379,Summit Elementary School,urban,62.69,TX,66185,El Paso,County S0379,District S0379
S0381,Jefferson High School,town,67.08,NY,75866,New York,County S0381,District S0381
S0382,Valley View Elementary School,town,35.47,IL,44135,Chicago,County S0382,District S0382
S0383,Lincoln Elementary School,urban,55.6,CA,80694,Los Angeles,County S0383,District S0383
S0384,Deerfield Elementry School,rural,82.34,PA,95211,Pittsburgh,County S0384,District S0384
S0386,Cesar Chavez Elementry School,rural,22.85,FL,62082,Jacksonville,County S0386,District S0386
S0388,Summit Elementary School,rural,39.48,CA,25931,San Diego,County S0388,District S0388
S0389,Deerfield Elementry School,unknown,38.38,GA,99218,Columbus,County S0389,District S0389
S0391,Pinecrest Academy,urban,27.89,GA,19429,Atlanta,County S0391,District S0391
S0392,Oakridge Middle School,unknown,56.73,TX,73073,Fort Worth,County S0392,District S0392
S0393,Valley View Elementary School,town,69.44,NY,43323,Rochester,County S0393,District S0393
S0394,Hillcrest Middle School,urban,58.62,IL,18215,Aurora,County S0394,District S0394
S0397,Riverside High School,rural,55.4,PA,61961,Philadelphia,County S0397,District S0397
S0398,Hillcrest Middle School,suburban,89.26,NY,24951,New York,County S0398,District S0398
S0399,Martin Luther King Elementry School,urban,34.53,GA,71954,Columbus,County S0399,District S0399
S0401,Cesar Chavez Elementry School,unknown,49.9,CA,37988,Los Angeles,County S0401,District S0401
S0403,Riverside High School,unknown,83.16,NY,13600,Buffalo,County S0403,District S0403
S0408,Prairie View Elementry School,urban,68.29,TX,73323,San Antonio,County S0408,District S0408
S0412,Lakeside High School,suburban,14.07,OH,27385,Cincinnati,County S0412,District S0412
S0415,Cesar Chavez Elementry School,town,99.0,CA,53664,Sacramento,County S0415,District S0415
S0416,Valley View Elementary School,rural,75.73,CA,84200,Oakland,County S0416,District S0416
S0418,Riverside High School,rural,69.67,CA,96310,San Diego,County S0418,District S0418
S0420,Valley View Elementary School,suburban,32.28,GA,86961,Augusta,County S0420,District S0420
S0424,Cesar Chavez Elementry School,town,35.61,GA,96566,Columbus,County S0424,District S0424
S0426,Washington Elementary School,unknown,81.75,IL,24970,Chicago,County S0426,District S0426
S0427,Lakeside High School,rural,59.2,NC,52861,Raleigh,County S0427,District S0427
S0428,Hillcrest Middle School,suburban,53.43,CA,82803,Sacramento,County S0428,District S0428
S0430,Lincoln Elementary School,rural,72.79,GA,43598,Columbus,County S0430,District S0430
S0432,Prairie View Elementry School,unknown,17.12,TX,77851,Fort Worth,County S0432,District S0432
S0435,Oakridge Middle School,rural,64.64,CA,95916,Oakland,County S0435,District S0435
S0439,Washington Elementary School,urban,46.6,CA,18076,San Jose,County S0439,District S0439
S0440,Washington Elementary School,urban,79.14,MI,82205,Grand Rapids,County S0440,District S0440
S0443,Oakridge Middle School,suburban,49.35,PA,53044,Pittsburgh,County S0443,District S0443
S0445,Deerfield Elementry School,urban,38.16,OH,56768,Cincinnati,County S0445,District S0445
S0446,Lakeside High School,unknown,31.64,PA,91001,Pittsburgh,County S0446,District S0446
S0448,Oakridge Middle School,urban,65.95,GA,49258,Atlanta,County S0448,District S0448
S0449,Cesar Chavez Elementry School,unknown,12.21,NY,46141,Buffalo,County S0449,District S0449
S0453,Martin Luther King Elementry School,town,91.34,FL,47583,Miami,County S0453,District S0453
S0457,Prairie View Elementry School,unknown,50.61,CA,51611,Los Angeles,County S0457,District S0457
S0458,Lincoln Elementary School,urban,61.75,OH,22706,Cincinnati,County S0458,District S0458
S0460,Summit Elementary School,rural,9.43,IL,50398,Aurora,County S0460,District S0460
S0461,Prairie View Elementry School,town,30.16,TX,68376,El Paso,County S0461,District S0461
S0462,Cesar Chavez Elementry School,suburban,99.0,IL,79577,Aurora,County S0462,District S0462
S0464,Riverside High School,town,55.04,IL,45506,Rockford,County S0464,District S0464
S0465,Summit Elementary School,town,64.54,NY,15028,Queens,County S0465,District S0465
S0466,Cesar Chavez Elementry School,suburban,15.97,PA,95071,Pittsburgh,County S0466,District S0466
S0468,Cesar Chavez Elementry School,suburban,5.0,GA,86981,Columbus,County S0468,District S0468
S0469,Washington Elementary School,rural,32.21,TX,31831,El Paso,County S0469,District S0469
S0470,Jefferson High School,unknown,76.03,CA,48914,Los Angeles,County S0470,District S0470
S0471,Lakeside High School,suburban,76.63,NC,50807,Greensboro,County S0471,District S0471
S0473,Washington Elementary School,unknown,29.13,FL,81837,Jacksonville,County S0473,District S0473
S0478,Riverside High School,urban,38.1,FL,63799,Tampa,County S0478,District S0478
S0481,Lincoln Elementary School,suburban,52.13,GA,52383,Augusta,County S0481,District S0481
S0482,Pinecrest Academy,unknown,5.0,NC,56593,Charlotte,County S0482,District S0482
S0483,Riverside High School,suburban,56.64,CA,59317,Los Angeles,County S0483,District S0483
S0490,Prairie View Elementry School,town,72.07,CA,19911,San Diego,County S0490,District S0490
S0491,Jefferson High School,rural,74.92,NY,67492,New York,County S0491,District S0491
S0496,Hillcrest Middle School,suburban,56.22,CA,69369,Los Angeles,County S0496,District S0496
S0497,Jefferson High School,rural,40.33,CA,91450,Oakland,County S0497,District S0497
S0498,Oakridge Middle School,urban,56.48,NC,22847,Greensboro,County S0498,District S0498
S0500,Pinecrest Academy,rural,42.3,TX,43652,Austin,County S0500,District S0500
S0502,Lakeside High School,unknown,22.64,FL,53435,Tampa,County S0502,District S0502
S0504,Deerfield Elementry School,town,39.47,NC,85766,Raleigh,County S0504,District S0504
S0505,Pinecrest Academy,town,42.27,IL,96506,Rockford,County S0505,District S0505
S0506,Lakeside High School,urban,99.0,NY,55377,Buffalo,County S0506,District S0506
S0509,Cesar Chavez Elementry School,urban,35.42,MI,42498,Warren,County S0509,District S0509
S0510,Washington Elementary School,suburban,52.11,CA,41670,San Diego,County S0510,District S0510
S0513,Riverside High School,rural,46.22,TX,42436,Austin,County S0513,District S0513
S0518,Jefferson High School,suburban,30.02,MI,36290,Detroit,County S0518,District S0518
S0519,Riverside High School,rural,60.36,MI,93750,Warren,County S0519,District S0519
S0521,Riverside High School,suburban,18.8,IL,53859,Aurora,County S0521,District S0521
S0522,Cesar Chavez Elementry School,urban,37.37,NY,50333,Buffalo,County S0522,District S0522
S0525,Lincoln Elementary School,town,53.48,GA,58592,Columbus,County S0525,District S0525
S0526,Washington Elementary School,rural,59.78,PA,14240,Philadelphia,County S0526,District S0526
S0527,Lincoln Elementary School,suburban,77.6,FL,61115,Orlando,County S0527,District S0527
S0529,Lakeside High School,rural,73.69,TX,81907,Fort Worth,County S0529,District S0529
S0531,Maple Grove School,urban,8.31,CA,92623,San Diego,County S0531,District S0531
S0532,Valley View Elementary School,suburban,97.38,NC,43749,Raleigh,County S0532,District S0532
S0535,Hillcrest Middle School,urban,43.33,FL,30279,Tampa,County S0535,District S0535
S0538,Oakridge Middle School,suburban,99.0,MI,25081,Warren,County S0538,District S0538
S0539,Prairie View Elementry School,suburban,95.32,FL,23993,Tampa,County S0539,District S0539
S0541,Lakeside High School,urban,33.84,MI,92291,Grand Rapids,County S0541,District S0541
S0543,Pinecrest Academy,town,47.53,CA,33182,San Francisco,County S0543,District S0543
S0544,Cesar Chavez Elementry School,urban,62.57,OH,72352,Cleveland,County S0544,District S0544
S0546,Riverside High School,rural,99.0,PA,24395,Philadelphia,County S0546,District S0546
S0547,Oakridge Middle School,urban,66.94,TX,22982,Fort Worth,County S0547,District S0547
S0551,Summit Elementary School,suburban,40.1,TX,42030,Austin,County S0551,District S0551
S0552,Martin Luther King Elementry School,town,55.7,TX,13253,Austin,County S0552,District S0552
S0553,Jefferson High School,town,49.5,CA,83981,Oakland,County S0553,District S0553
S0555,Valley View Elementary School,unknown,51.5,IL,36339,Chicago,County S0555,District S0555
S0557,Hillcrest Middle School,unknown,68.68,TX,75649,Fort Worth,County S0557,District S0557
S0558,Pinecrest Academy,rural,76.04,MI,51112,Warren,County S0558,District S0558
S0560,Summit Elementary School,suburban,66.26,MI,73097,Detroit,County S0560,District S0560
S0568,Oakridge Middle School,suburban,24.13,NY,27604,Queens,County S0568,District S0568
S0569,Summit Elementary School,urban,31.52,CA,69384,San Francisco,County S0569,District S0569
